episode,steps,episode_time_s,total_reward,success,terminal_reason,detection_uptime_pct,avg_confidence,final_distance,epsilon,q_table_size,avg_q_delta
59,288,38.93439197540283,-204.66000000000005,False,reached_bottom,0.0,0.0,1.9759274356223087,0.6326666666666667,21480,0.0643675540622273
60,275,37.997541666030884,-17.989999999999984,False,reached_bottom,0.0,0.0,0.8963230084127599,0.6263333333333334,21529,0.17855402381896493
61,269,39.023874282836914,164.71999999999997,False,reached_bottom,0.0,0.0,0.7103466378708299,0.62,21568,0.4717634715221068
62,270,37.85596823692322,-121.65,False,reached_bottom,0.0,0.0,0.9732832162772699,0.6136666666666667,21584,0.2081048506286297
63,286,39.81409502029419,-170.91999999999993,False,reached_bottom,0.0,0.0,1.521364644094572,0.6073333333333333,21680,0.06853310157308748
64,265,38.688448667526245,-163.19000000000005,False,reached_bottom,0.0,0.0,0.4907564904778725,0.601,21760,0.26649124750839726
65,260,38.01870584487915,-151.48,False,reached_bottom,0.0,0.0,0.941444306943518,0.5946666666666667,21802,0.06047227442169823
66,269,39.25558400154114,-152.48000000000008,False,reached_bottom,0.0,0.0,0.7331755843049741,0.5883333333333334,21836,0.07803501302375924
67,293,38.92301893234253,-178.17000000000002,False,reached_bottom,0.0,0.0,1.1629858862598248,0.5820000000000001,21935,0.05659412905835352
68,290,37.49280524253845,-221.68999999999986,False,reached_bottom,0.0,0.0,2.730542571298053,0.5756666666666668,21991,0.06907803224087304
69,263,38.084965229034424,-164.4200000000002,False,reached_bottom,0.0,0.0,0.9222022698556258,0.5693333333333334,22042,0.24184961399811072
70,278,39.17472982406616,-194.54999999999998,False,reached_bottom,0.0,0.0,1.3396528875033007,0.563,22134,0.0769537566334822
71,286,39.8391649723053,-188.29000000000008,False,reached_bottom,0.0,0.0,0.8366803204977269,0.5566666666666666,22170,0.0710285086545129
72,272,39.35986804962158,71.96000000000001,False,reached_bottom,0.0,0.0,1.000133732873071,0.5503333333333333,22228,0.36830916559628407
73,251,35.42195725440979,-148.50000000000009,False,reached_bottom,0.0,0.0,0.3906698694181861,0.544,22268,0.1187407651547643
74,266,36.61638307571411,-193.3400000000001,False,reached_bottom,0.0,0.0,1.9944420167710928,0.5376666666666667,22368,0.11261665637290175
75,339,47.04990100860596,-274.45000000000005,False,reached_bottom,0.0,0.0,1.874936889864008,0.5313333333333333,22454,0.0726309663987795
76,246,36.06956696510315,-78.8,False,reached_bottom,0.0,0.0,0.4410472740507535,0.525,22519,0.16253139732100952
77,262,32.63879156112671,-141.18000000000012,False,reached_bottom,0.0,0.0,1.4778890730221865,0.5186666666666666,22583,0.07127730172024266
78,249,36.37832164764404,-154.58,False,reached_bottom,0.0,0.0,1.4163246161786325,0.5123333333333333,22598,0.053985248780338536
79,306,45.33397912979126,-56.13999999999999,False,reached_bottom,0.0,0.0,0.7939875006417411,0.506,22654,0.27683236598788136
80,235,30.30547833442688,-134.54999999999993,False,reached_bottom,0.0,0.0,1.1591316426630829,0.4996666666666667,22733,0.05452171762115363
81,1,1.1926119327545166,-0.44,False,reached_bottom,0.0,0.0,1.1992420846855127,0.4933333333333334,22733,0.04676970358184862
82,244,35.23335552215576,-157.9099999999999,False,reached_bottom,0.0,0.0,1.170989530142854,0.487,22778,0.07720092963390149
83,350,49.35229158401489,-110.64000000000006,False,reached_bottom,0.0,0.0,2.0358648957452092,0.4806666666666667,22880,0.1922204777866468
84,309,39.62409448623657,-219.64000000000004,False,reached_bottom,0.0,0.0,2.661494142211348,0.4743333333333334,22929,0.05626641747659565
85,365,49.991756439208984,-215.43,False,reached_bottom,0.0,0.0,0.9924405372232405,0.46799999999999997,23051,0.05264597803555662
86,270,37.71641421318054,-190.24999999999997,False,reached_bottom,0.0,0.0,2.0178478875473194,0.46166666666666667,23124,0.13349843293719035
87,272,38.73156690597534,140.92000000000004,False,reached_bottom,0.0,0.0,1.0648763175232685,0.45533333333333337,23185,0.4050885458948721
88,251,36.97787952423096,-104.93000000000005,False,reached_bottom,0.0,0.0,0.5141120060600045,0.44900000000000007,23226,0.26711798043575996
89,312,42.94393491744995,-66.62000000000008,False,reached_bottom,0.0,0.0,2.115791739590361,0.44266666666666665,23352,0.2688071629150079
90,248,34.52403521537781,-148.12000000000003,False,reached_bottom,0.0,0.0,1.2968737984475949,0.43633333333333335,23431,0.1433007138368321
91,255,34.67266273498535,-135.03,False,reached_bottom,0.0,0.0,0.9245471139978687,0.43000000000000005,23487,0.047515321752150466
92,296,37.54453921318054,-194.5099999999999,False,reached_bottom,0.0,0.0,2.670847932935689,0.42366666666666664,23541,0.053812965108428236
93,336,44.935635805130005,-290.62999999999994,False,reached_bottom,0.0,0.0,3.843611213004874,0.41733333333333344,23649,0.09425742989189466
94,316,46.74840760231018,-189.97000000000008,False,reached_bottom,0.0,0.0,0.6227811589893405,0.41100000000000003,23701,0.12264598108353914
95,231,34.38941526412964,-107.99000000000007,False,reached_bottom,0.0,0.0,0.5083114641744217,0.4046666666666666,23764,0.06931138846089295
96,269,35.075066566467285,-203.5400000000001,False,reached_bottom,0.0,0.0,2.149607148380062,0.39833333333333343,23842,0.08452641193605634
97,328,41.636287689208984,-193.40000000000015,False,reached_bottom,0.0,0.0,1.7920260597030908,0.392,23900,0.04838205218289724
98,309,44.87894868850708,-73.32999999999998,False,reached_bottom,0.0,0.0,0.49538523988772276,0.3856666666666667,23989,0.08691625086736461
99,398,51.40819811820984,-310.0400000000001,False,reached_bottom,0.0,0.0,2.3595675397785154,0.3793333333333334,24005,0.0604238192101605
100,130,17.345555543899536,-79.84000000000005,False,reached_bottom,0.0,0.0,1.9116887411015195,0.373,24035,0.060701495760007135
101,376,48.050315380096436,-196.62000000000012,False,reached_bottom,0.0,0.0,2.037658026253055,0.3666666666666667,24126,0.0518519335926366
102,128,65.66426467895508,23.740000000000002,False,reached_bottom,0.0,0.0,5.609077180029956,0.3603333333333334,24132,0.3824618581282505
103,116,16.009598970413208,-81.99,False,reached_bottom,0.0,0.0,1.4517854974271762,0.354,24180,0.10870046251160011
104,347,47.68184304237366,-234.72999999999996,False,reached_bottom,0.0,0.0,2.1162769029910398,0.3476666666666667,24245,0.06556170997052894
105,257,34.73781728744507,-173.87000000000006,False,reached_bottom,0.0,0.0,1.148685126576571,0.3413333333333334,24301,0.19611080581224302
106,231,33.1301691532135,-148.83999999999997,False,reached_bottom,0.0,0.0,1.3397373590286505,0.3350000000000001,24360,0.08222175293205487
107,270,38.78163552284241,-86.85000000000001,False,reached_bottom,0.0,0.0,1.5957981331733466,0.32866666666666666,24440,0.23666624168523667
108,277,40.6159553527832,10.46999999999992,False,reached_bottom,0.0,0.0,1.5501783553986646,0.32233333333333336,24502,0.22729104829639815
109,287,39.319538831710815,-181.3100000000001,False,reached_bottom,0.0,0.0,1.419291978271448,0.31600000000000006,24533,0.05370706136326286
110,295,39.07743811607361,-221.51999999999995,False,reached_bottom,0.0,0.0,2.3610974093347807,0.30966666666666665,24560,0.05235586685012546
111,426,60.16146683692932,-302.09999999999974,False,reached_bottom,0.0,0.0,1.4147312120756392,0.30333333333333345,24636,0.14962895175186058
112,384,53.73802328109741,-110.52000000000017,False,reached_bottom,0.0,0.0,1.2680438858855931,0.29700000000000004,24752,0.0804489650216753
113,391,55.59698724746704,-263.6099999999999,False,reached_bottom,0.0,0.0,1.1530013426717316,0.29066666666666663,24771,0.05339539974435182
114,416,56.85550808906555,-309.62999999999954,False,reached_bottom,0.0,0.0,1.9932759956292088,0.28433333333333344,24897,0.10155319568797008
115,386,50.452678203582764,-167.77000000000012,False,reached_bottom,0.0,0.0,0.9936333066478544,0.278,24930,0.040552207193294484
116,411,52.328420877456665,-206.7699999999998,False,reached_bottom,0.0,0.0,1.1900805772820462,0.2716666666666666,25023,0.042629684938989824
117,416,54.45978903770447,-248.00999999999974,False,reached_bottom,0.0,0.0,1.1721874696845516,0.2653333333333334,25156,0.056835359370753236
118,155,22.34398889541626,-107.12000000000005,False,reached_bottom,0.0,0.0,1.0719777102972916,0.259,25233,0.06888607473921908
119,241,34.31938815116882,-161.84000000000006,False,reached_bottom,0.0,0.0,1.1990086960037198,0.2526666666666667,25272,0.059379733687624385
120,433,59.34672927856445,-241.62000000000003,False,reached_bottom,0.0,0.0,1.2283305502219655,0.2463333333333334,25399,0.05065956887252457
121,439,59.84868240356445,-283.5999999999997,False,reached_bottom,0.0,0.0,2.317504160404132,0.24,25478,0.04967550858332588
122,300,38.7676568031311,-193.37999999999994,False,reached_bottom,0.0,0.0,0.814837997872545,0.2336666666666667,25587,0.05665307661117181
123,323,43.777692556381226,-194.40999999999988,False,reached_bottom,0.0,0.0,1.384780826676133,0.2273333333333334,25645,0.055887876995754725
124,300,44.218382596969604,139.73000000000016,False,reached_bottom,0.0,0.0,1.4038698867107884,0.22100000000000009,25732,0.18732748740552377
125,414,59.87852096557617,-247.67,False,reached_bottom,0.0,0.0,0.8616390073779268,0.21466666666666667,25773,0.046642841570663694
126,283,42.18905544281006,-134.1000000000001,False,reached_bottom,0.0,0.0,0.43615228850149534,0.20833333333333337,25814,0.08771183783692324
127,381,50.42157340049744,-238.42000000000004,False,reached_bottom,0.0,0.0,1.4778617292753504,0.20200000000000007,25887,0.06847540864801478
128,331,41.850558280944824,-305.9700000000001,False,reached_bottom,0.0,0.0,3.578112512949514,0.19566666666666666,25970,0.07208412620222264
129,462,66.47710227966309,132.76000000000025,False,reached_bottom,0.0,0.0,1.1745606537865658,0.18933333333333335,26054,0.19444875368349948
130,363,53.01570129394531,-185.29000000000005,False,reached_bottom,0.0,0.0,0.38267763939023225,0.18300000000000005,26121,0.0976292355859835
131,358,51.80414271354675,-222.79999999999976,False,reached_bottom,0.0,0.0,0.6454272515336911,0.17666666666666664,26233,0.1089133401998423
132,378,50.896748542785645,-200.06999999999985,False,reached_bottom,0.0,0.0,1.1247992244553071,0.17033333333333345,26330,0.06829642180668088
133,365,48.20354223251343,-217.34999999999994,False,reached_bottom,0.0,0.0,1.64172613164979,0.16400000000000003,26373,0.05087898844275654
134,390,56.41210055351257,-257.69,False,reached_bottom,0.0,0.0,1.2160646114305296,0.15766666666666662,26441,0.11775826471964554
135,306,43.72367000579834,-127.07000000000002,False,reached_bottom,0.0,0.0,0.3883723638136729,0.15133333333333343,26574,0.0390688945680953
136,259,35.7972457408905,-200.18,False,reached_bottom,0.0,0.0,2.5611802049989265,0.14500000000000002,26640,0.08579867937034592
137,249,36.24544882774353,-143.19000000000003,False,reached_bottom,0.0,0.0,0.9024520965594938,0.13866666666666672,26707,0.12870888588898052
138,264,36.43247127532959,-130.98000000000008,False,reached_bottom,0.0,0.0,0.9990763316009015,0.1323333333333334,26800,0.09108956314101012
139,259,37.498207569122314,-164.50000000000009,False,reached_bottom,0.0,0.0,1.1190903362716944,0.126,26908,0.07833560398554132
140,251,36.184298276901245,-124.87999999999998,False,reached_bottom,0.0,0.0,1.0870455949938511,0.1196666666666667,26960,0.04676312383002412
141,265,36.87754487991333,-205.95999999999992,False,reached_bottom,0.0,0.0,1.7200066309955384,0.1133333333333334,27027,0.15175020296625663
142,266,36.70551824569702,-190.36999999999995,False,reached_bottom,0.0,0.0,1.877776463077846,0.1070000000000001,27105,0.06214410903071959
143,256,37.32340121269226,-103.25000000000009,False,reached_bottom,0.0,0.0,0.24181110211113743,0.10066666666666668,27133,0.047177243061706856
144,269,37.505425214767456,-207.52000000000007,False,reached_bottom,0.0,0.0,1.424004285511166,0.09433333333333338,27170,0.08203828073152852
145,270,38.23579144477844,54.74999999999985,False,reached_bottom,0.0,0.0,1.0586963565595364,0.08800000000000008,27236,0.21035890410027716
146,1,1.169736385345459,-0.39,False,reached_bottom,0.0,0.0,0.9237060313697993,0.08166666666666667,27236,0.02880000000000002
147,285,39.85622763633728,-168.05999999999997,False,reached_bottom,0.0,0.0,0.982396656371471,0.07533333333333336,27273,0.10314809123602642
148,1,1.2091073989868164,-0.44,False,reached_bottom,0.0,0.0,1.0076753143845008,0.06900000000000006,27273,0.04665966956043599
149,281,39.102678298950195,-145.43,False,reached_bottom,0.0,0.0,1.829726709543019,0.06266666666666665,27335,0.10588956701916401
150,261,37.942954301834106,-65.69999999999999,False,reached_bottom,0.0,0.0,0.8204698817859525,0.05633333333333346,27379,0.13877465717892784
151,305,38.032397508621216,-183.0200000000003,False,reached_bottom,0.0,0.0,1.8914294092343604,0.05,27473,0.052280959523389646
152,274,37.71874260902405,-183.43000000000006,False,reached_bottom,0.0,0.0,2.1471670803808554,0.05,27600,0.0884633678464278
153,266,38.85399603843689,50.0099999999999,False,reached_bottom,0.0,0.0,0.6117096025259817,0.05,27658,0.18722590083227944
154,289,38.58092141151428,-226.73999999999992,False,reached_bottom,0.0,0.0,2.4363798551903093,0.05,27742,0.12899536166154016
155,269,38.4659218788147,-82.12000000000003,False,reached_bottom,0.0,0.0,1.339717835695305,0.05,27825,0.1365775434269208
156,286,37.43318247795105,-190.27999999999972,False,reached_bottom,0.0,0.0,1.6767934041412516,0.05,27925,0.06706780767666215
157,289,37.10796666145325,-154.67999999999975,False,reached_bottom,0.0,0.0,1.7237489954293181,0.05,28027,0.051617645683239156
158,267,37.27190375328064,-162.0500000000001,False,reached_bottom,0.0,0.0,1.3735890789371576,0.05,28105,0.05913957508208485
159,264,38.727043867111206,100.51000000000018,False,reached_bottom,0.0,0.0,0.6482518097288013,0.05,28145,0.21302927115785245
160,268,37.20610308647156,-168.00000000000006,False,reached_bottom,0.0,0.0,1.2546573083045671,0.05,28257,0.08802759024484975
161,269,38.382967948913574,63.7199999999999,False,reached_bottom,0.0,0.0,1.604376141641977,0.05,28292,0.20667669473367994
162,285,38.31579613685608,-158.05000000000018,False,reached_bottom,0.0,0.0,0.561278834469158,0.05,28419,0.07286917230567055
163,279,38.04867124557495,-166.37000000000018,False,reached_bottom,0.0,0.0,1.2733330275281685,0.05,28525,0.08121206817661666
164,274,37.83362793922424,-150.33999999999997,False,reached_bottom,0.0,0.0,0.7947386181511745,0.05,28594,0.10358592422895613
165,287,37.718058586120605,-204.0200000000001,False,reached_bottom,0.0,0.0,1.6306495150232436,0.05,28665,0.09649442435648108
166,282,38.85489296913147,-153.22000000000006,False,reached_bottom,0.0,0.0,1.5904198387873714,0.05,28740,0.06318978696775643
167,273,38.315868854522705,84.49000000000005,False,reached_bottom,0.0,0.0,0.31902046794315636,0.05,28809,0.11654534453963804
168,274,38.81645178794861,-155.94000000000003,False,reached_bottom,0.0,0.0,0.9639668791416317,0.05,28866,0.07418122148698165
169,263,37.91818714141846,-149.06000000000014,False,reached_bottom,0.0,0.0,0.9736346151286711,0.05,28917,0.07369903807520589
170,269,37.55264377593994,-139.14999999999992,False,reached_bottom,0.0,0.0,0.8370585029148311,0.05,28977,0.05907046921238677
171,271,38.52972102165222,-1.8500000000000767,False,reached_bottom,0.0,0.0,1.038479688544027,0.05,29025,0.13989460339329413
172,278,37.70796775817871,-142.7000000000002,False,reached_bottom,0.0,0.0,1.5035268362190735,0.05,29094,0.05125402174206354
173,288,38.74387979507446,-211.3000000000001,False,reached_bottom,0.0,0.0,1.7149380605671716,0.05,29138,0.12846257042451967
174,269,39.329813957214355,18.02999999999996,False,reached_bottom,0.0,0.0,0.7614255326165933,0.05,29172,0.1759489462259777
175,261,37.452821254730225,-81.60000000000008,False,reached_bottom,0.0,0.0,1.3645525022991873,0.05,29264,0.16239538560369257
176,275,38.60287928581238,-183.89999999999998,False,reached_bottom,0.0,0.0,2.334368649567967,0.05,29323,0.054175040855902704
177,262,37.160151720047,-129.50000000000006,False,reached_bottom,0.0,0.0,0.9505871210005045,0.05,29376,0.06497971014993249
178,264,38.09904623031616,-127.19000000000014,False,reached_bottom,0.0,0.0,0.702599098307139,0.05,29443,0.1450796746472275
179,261,38.11293268203735,-121.92000000000002,False,reached_bottom,0.0,0.0,0.3013654923900918,0.05,29475,0.0754075136457732
180,271,37.99146032333374,-133.15000000000012,False,reached_bottom,0.0,0.0,0.9420889323878958,0.05,29539,0.07833746292348535
181,265,37.61430096626282,44.47999999999987,False,reached_bottom,0.0,0.0,1.0146611833069883,0.05,29591,0.18666382066629114
182,275,38.347164154052734,-159.65000000000012,False,reached_bottom,0.0,0.0,1.6679292687905931,0.05,29676,0.0714557527952264
183,260,36.26082992553711,-136.00000000000014,False,reached_bottom,0.0,0.0,0.7374122083377962,0.05,29763,0.052819684729309854
184,265,38.467934131622314,-159.8400000000001,False,reached_bottom,0.0,0.0,1.0079753100297477,0.05,29788,0.06331569840176261
185,274,37.866780281066895,-150.67000000000016,False,reached_bottom,0.0,0.0,0.9102231290134126,0.05,29844,0.12580030282025734
186,270,38.65878772735596,38.02000000000005,False,reached_bottom,0.0,0.0,1.599449255328071,0.05,29874,0.24773063083950006
187,269,38.08182454109192,-143.19999999999996,False,reached_bottom,0.0,0.0,0.6270451277454815,0.05,29947,0.053131478909943776
188,266,36.61768889427185,-150.13000000000022,False,reached_bottom,0.0,0.0,1.1240650422681508,0.05,30018,0.11630175188987027
189,276,39.329594135284424,-68.37000000000003,False,reached_bottom,0.0,0.0,0.9654351582390073,0.05,30053,0.14896983794138668
190,257,37.42522740364075,-86.50000000000009,False,reached_bottom,0.0,0.0,0.4480791320221882,0.05,30116,0.11115972829943035
191,280,38.77646327018738,58.249999999999915,False,reached_bottom,0.0,0.0,1.118941078848716,0.05,30196,0.16739356074449716
192,255,37.370474100112915,-93.82000000000009,False,reached_bottom,0.0,0.0,0.2764277779997501,0.05,30210,0.10530688144407586
193,257,37.23680138587952,-121.54000000000003,False,reached_bottom,0.0,0.0,1.1887819683472158,0.05,30268,0.09287052675724176
194,1,1.1613171100616455,-0.44,False,reached_bottom,0.0,0.0,1.2393219799233242,0.05,30268,0.04661300989087547
195,265,37.593693256378174,-172.80000000000013,False,reached_bottom,0.0,0.0,1.3931591786412159,0.05,30302,0.0598786755280461
196,279,38.42352294921875,-129.2100000000003,False,reached_bottom,0.0,0.0,0.5987760461154175,0.05,30404,0.04440661592785302
197,283,37.18617606163025,-168.95999999999984,False,reached_bottom,0.0,0.0,1.5590371247606571,0.05,30471,0.06384006369144095
198,274,37.229456186294556,-118.53000000000006,False,reached_bottom,0.0,0.0,0.7572273446341529,0.05,30553,0.04091527750435166
199,266,37.819220781326294,-142.73000000000002,False,reached_bottom,0.0,0.0,0.7001709663931489,0.05,30604,0.07245277597488055
200,278,37.02891182899475,-188.51000000000008,False,reached_bottom,0.0,0.0,1.5691565106598204,0.05,30644,0.05717671689596466
201,265,38.69383502006531,-122.01000000000009,False,reached_bottom,0.0,0.0,0.8911826413393811,0.05,30682,0.1079456428152157
202,281,37.14816164970398,-134.15000000000023,False,reached_bottom,0.0,0.0,0.9388996883700433,0.05,30729,0.04357181686656427
203,265,38.81875562667847,-137.82000000000014,False,reached_bottom,0.0,0.0,0.5257532331846557,0.05,30774,0.07206932650330501
204,273,39.36130166053772,-110.16000000000003,False,reached_bottom,0.0,0.0,0.2959869245571601,0.05,30835,0.06231277039392319
205,256,37.30446219444275,-93.78000000000006,False,reached_bottom,0.0,0.0,0.2668583277629988,0.05,30863,0.08114414697543633
206,270,37.82135248184204,-134.09999999999997,False,reached_bottom,0.0,0.0,0.5682162469306102,0.05,30882,0.1173330085239662
207,261,38.10621881484985,-129.76000000000002,False,reached_bottom,0.0,0.0,1.0510019850783345,0.05,30919,0.17989780683722226
208,273,37.94401788711548,-172.51999999999995,False,reached_bottom,0.0,0.0,1.6700853637245527,0.05,30973,0.06480649286276977
209,266,38.299641132354736,-152.56,False,reached_bottom,0.0,0.0,1.0980468408082198,0.05,31008,0.09500614082857553
210,267,38.06794762611389,-158.3899999999999,False,reached_bottom,0.0,0.0,1.4223948061372615,0.05,31071,0.07453242969128032
211,263,38.3677191734314,-114.45000000000012,False,reached_bottom,0.0,0.0,0.3388800787561459,0.05,31119,0.06470891157192818
212,266,38.00545620918274,18.91999999999997,False,reached_bottom,0.0,0.0,1.514704029557029,0.05,31150,0.18228827387162674
213,286,36.612603425979614,-155.06999999999994,False,reached_bottom,0.0,0.0,1.3683938444406247,0.05,31216,0.05188819053260996
